Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,sales category,Month,Year
US-2015-147627,20-01-15,26-01-15,Standard Class,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Office Supplies,Envelopes,Staple envelope,23.34,Low,Jan,2015
US-2015-147627,20-01-15,26-01-15,Standard Class,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,"1,067.94",High,Jan,2015
CA-2015-148614,20-01-15,25-01-15,Standard Class,Mark Van Huff,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,Low,Jan,2015
CA-2015-148614,20-01-15,25-01-15,Standard Class,Mark Van Huff,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.30,Low,Jan,2015
CA-2015-167927,20-01-15,26-01-15,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,Low,Jan,2015
CA-2015-167927,20-01-15,26-01-15,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,Low,Jan,2015
CA-2015-167927,20-01-15,26-01-15,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,Low,Jan,2015
CA-2015-167927,20-01-15,26-01-15,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.72,Low,Jan,2015
CA-2015-167927,20-01-15,26-01-15,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,Low,Jan,2015
CA-2015-167927,20-01-15,26-01-15,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,Low,Jan,2015
CA-2015-167927,20-01-15,26-01-15,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Furniture,Furnishings,Ultra Door Push Plate,14.73,Low,Jan,2015
CA-2015-167927,20-01-15,26-01-15,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Office Supplies,Binders,Storex Dura Pro Binders,29.70,Low,Jan,2015
US-2015-147774,20-01-15,26-01-15,Standard Class,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,South,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.19,Low,Jan,2015
CA-2015-102645,23-01-15,28-01-15,Standard Class,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,West,Office Supplies,Paper,Xerox 195,40.08,Low,Jan,2015
US-2015-155502,26-01-15,31-01-15,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,Low,Jan,2015
US-2015-155502,26-01-15,31-01-15,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,Low,Jan,2015
US-2015-155502,26-01-15,31-01-15,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,Low,Jan,2015
US-2015-155502,26-01-15,31-01-15,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,Low,Jan,2015
US-2015-155502,26-01-15,31-01-15,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Technology,Phones,Macally Suction Cup Mount,155.35,Low,Jan,2015
US-2015-155502,26-01-15,31-01-15,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,Low,Jan,2015
US-2015-155502,26-01-15,31-01-15,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Technology,Phones,Jabra SPEAK 410,187.98,Low,Jan,2015
CA-2015-167997,26-01-15,29-01-15,First Class,Carol Adams,Corporate,United States,Rapid City,South Dakota,Central,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,Low,Jan,2015
CA-2015-167997,26-01-15,29-01-15,First Class,Carol Adams,Corporate,United States,Rapid City,South Dakota,Central,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,Low,Jan,2015
US-2015-117163,27-01-15,02-02-15,Standard Class,Ed Jacobs,Consumer,United States,San Diego,California,West,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,Low,Jan,2015
US-2015-117163,27-01-15,02-02-15,Standard Class,Ed Jacobs,Consumer,United States,San Diego,California,West,Furniture,Tables,Balt Split Level Computer Training Table,333.00,Low,Jan,2015
US-2015-117163,27-01-15,02-02-15,Standard Class,Ed Jacobs,Consumer,United States,San Diego,California,West,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,Low,Jan,2015
CA-2015-100328,28-01-15,03-02-15,Standard Class,Jasper Cacioppo,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.93,Low,Jan,2015
CA-2015-134103,30-01-15,04-02-15,Standard Class,Mike Vittorini,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Paper,Xerox 1972,10.56,Low,Jan,2015
CA-2015-134103,30-01-15,04-02-15,Standard Class,Mike Vittorini,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,Low,Jan,2015
CA-2015-115161,31-01-15,02-02-15,First Class,Liz Carlisle,Consumer,United States,Mission Viejo,California,West,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.67,Low,Jan,2015
CA-2015-140795,01-02-15,03-02-15,First Class,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,Central,Technology,Accessories,Enermax Aurora Lite Keyboard,468.90,Low,Feb,2015
CA-2015-139857,02-02-15,06-02-15,Standard Class,Cynthia Delaney,Home Office,United States,San Diego,California,West,Office Supplies,Fasteners,Staples,12.35,Low,Feb,2015
CA-2015-123400,02-02-15,09-02-15,Standard Class,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,South,Office Supplies,Binders,Surelock Post Binders,18.34,Low,Feb,2015
CA-2015-123400,02-02-15,09-02-15,Standard Class,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,South,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,Low,Feb,2015
CA-2015-111059,03-02-15,06-02-15,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,Low,Feb,2015
CA-2015-111059,03-02-15,06-02-15,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,Avery Durable Poly Binders,13.27,Low,Feb,2015
CA-2015-107181,04-02-15,08-02-15,Standard Class,Deborah Brumfield,Home Office,United States,San Diego,California,West,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.90,Low,Feb,2015
CA-2015-107181,04-02-15,08-02-15,Standard Class,Deborah Brumfield,Home Office,United States,San Diego,California,West,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,Low,Feb,2015
CA-2015-104808,04-02-15,08-02-15,Second Class,Mark Haberlin,Corporate,United States,Escondido,California,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.25,Low,Feb,2015
CA-2015-131905,06-02-15,09-02-15,First Class,Neil Ducich,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Labels,Avery 480,15.00,Low,Feb,2015
CA-2015-131905,06-02-15,09-02-15,First Class,Neil Ducich,Corporate,United States,Chesapeake,Virginia,South,Technology,Phones,Aastra 57i VoIP phone,161.61,Low,Feb,2015
CA-2015-131905,06-02-15,09-02-15,First Class,Neil Ducich,Corporate,United States,Chesapeake,Virginia,South,Technology,Phones,AT&T CL82213,144.95,Low,Feb,2015
CA-2015-108182,06-02-15,10-02-15,Second Class,Delfina Latchford,Consumer,United States,Romeoville,Illinois,Central,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8.95,Low,Feb,2015
CA-2015-107755,07-02-15,12-02-15,Standard Class,Cyma Kinney,Corporate,United States,Linden,New Jersey,East,Technology,Accessories,Maxell DVD-RAM Discs,115.36,Low,Feb,2015
US-2015-169390,07-02-15,10-02-15,Second Class,Chris Selesnick,Corporate,United States,New York City,New York,East,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,Low,Feb,2015
CA-2015-125759,08-02-15,09-02-15,First Class,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,West,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,Low,Feb,2015
CA-2015-127614,11-02-15,15-02-15,Standard Class,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,South,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,Low,Feb,2015
CA-2015-127614,11-02-15,15-02-15,Standard Class,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,South,Furniture,Tables,Hon 2111 Invitation Series Corner Table,"1,256.22",High,Feb,2015
CA-2015-127614,11-02-15,15-02-15,Standard Class,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,South,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,Low,Feb,2015
CA-2015-168368,11-02-15,15-02-15,Second Class,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,Low,Feb,2015
CA-2015-168368,11-02-15,15-02-15,Second Class,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,Office Supplies,Labels,Avery 483,14.94,Low,Feb,2015
CA-2015-168368,11-02-15,15-02-15,Second Class,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,Low,Feb,2015
CA-2015-168368,11-02-15,15-02-15,Second Class,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,Low,Feb,2015
CA-2015-168368,11-02-15,15-02-15,Second Class,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,Office Supplies,Binders,VariCap6 Expandable Binder,51.90,Low,Feb,2015
CA-2015-168368,11-02-15,15-02-15,Second Class,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,Low,Feb,2015
US-2015-110674,12-02-15,18-02-15,Standard Class,Sanjit Chand,Consumer,United States,Concord,California,West,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.57,Low,Feb,2015
CA-2015-107706,14-02-15,19-02-15,Second Class,Shui Tom,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.18,Low,Feb,2015
CA-2015-121762,14-02-15,18-02-15,Standard Class,Marina Lichtenstein,Corporate,United States,Seattle,Washington,West,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.97,Low,Feb,2015
CA-2015-121762,14-02-15,18-02-15,Standard Class,Marina Lichtenstein,Corporate,United States,Seattle,Washington,West,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,Low,Feb,2015
CA-2015-121762,14-02-15,18-02-15,Standard Class,Marina Lichtenstein,Corporate,United States,Seattle,Washington,West,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,Low,Feb,2015
CA-2015-165568,15-02-15,19-02-15,Standard Class,Barry Französisch,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,Low,Feb,2015
CA-2015-122567,16-02-15,21-02-15,Standard Class,Michael Nguyen,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,Low,Feb,2015
CA-2015-122567,16-02-15,21-02-15,Standard Class,Michael Nguyen,Consumer,United States,Dallas,Texas,Central,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,Low,Feb,2015
CA-2015-154165,17-02-15,24-02-15,Standard Class,Delfina Latchford,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,Staples in misc. colors,54.21,Low,Feb,2015
US-2015-165589,18-02-15,18-02-15,Same Day,Troy Blackwell,Consumer,United States,Lubbock,Texas,Central,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,Low,Feb,2015
CA-2015-152905,18-02-15,24-02-15,Standard Class,Aaron Bergman,Consumer,United States,Arlington,Texas,Central,Office Supplies,Storage,Akro Stacking Bins,12.62,Low,Feb,2015
CA-2015-109491,20-02-15,26-02-15,Standard Class,Linda Cazamias,Corporate,United States,Richmond,Indiana,Central,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,Low,Feb,2015
CA-2015-109491,20-02-15,26-02-15,Standard Class,Linda Cazamias,Corporate,United States,Richmond,Indiana,Central,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,Low,Feb,2015
CA-2015-164903,20-02-15,24-02-15,Standard Class,Steven Roelle,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 204,12.96,Low,Feb,2015
CA-2015-165540,21-02-15,25-02-15,Standard Class,Tamara Manning,Consumer,United States,Woodstock,Illinois,Central,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,Low,Feb,2015
CA-2015-133354,22-02-15,24-02-15,First Class,Sue Ann Reed,Consumer,United States,Moreno Valley,California,West,Office Supplies,Paper,Xerox 220,19.44,Low,Feb,2015
CA-2015-103744,23-02-15,27-02-15,Standard Class,Michael Grace,Home Office,United States,El Paso,Texas,Central,Office Supplies,Labels,Staple-on labels,6.94,Low,Feb,2015
CA-2015-103744,23-02-15,27-02-15,Standard Class,Michael Grace,Home Office,United States,El Paso,Texas,Central,Office Supplies,Binders,GBC Plastic Binding Combs,4.43,Low,Feb,2015
US-2015-137680,24-02-15,02-03-15,Standard Class,Jennifer Halladay,Consumer,United States,Medford,Oregon,West,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.90,Low,Feb,2015
US-2015-137680,24-02-15,02-03-15,Standard Class,Jennifer Halladay,Consumer,United States,Medford,Oregon,West,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.78,Low,Feb,2015
CA-2015-156545,27-02-15,03-03-15,First Class,Joy Smith,Consumer,United States,Columbus,Ohio,East,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.46,Low,Feb,2015
CA-2015-104269,01-03-15,06-03-15,Second Class,Dave Brooks,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.57,Low,Mar,2015
US-2015-143707,01-03-15,05-03-15,Standard Class,Hallie Redmond,Home Office,United States,New York City,New York,East,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,Low,Mar,2015
CA-2015-113880,01-03-15,05-03-15,Standard Class,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.12,Medium,Mar,2015
CA-2015-113880,01-03-15,05-03-15,Standard Class,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,Central,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.47,Low,Mar,2015
CA-2015-131009,01-03-15,05-03-15,Standard Class,Shahid Collister,Consumer,United States,El Paso,Texas,Central,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,18.84,Low,Mar,2015
CA-2015-131009,01-03-15,05-03-15,Standard Class,Shahid Collister,Consumer,United States,El Paso,Texas,Central,Furniture,Chairs,Harbour Creations Steel Folding Chair,362.25,Low,Mar,2015
CA-2015-131009,01-03-15,05-03-15,Standard Class,Shahid Collister,Consumer,United States,El Paso,Texas,Central,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.55,Low,Mar,2015
CA-2015-131009,01-03-15,05-03-15,Standard Class,Shahid Collister,Consumer,United States,El Paso,Texas,Central,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.55,Low,Mar,2015
CA-2015-168312,01-03-15,07-03-15,Standard Class,Giulietta Weimer,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,137.35,Low,Mar,2015
CA-2015-168312,01-03-15,07-03-15,Standard Class,Giulietta Weimer,Consumer,United States,Houston,Texas,Central,Furniture,Tables,Bevis Round Conference Room Tables and Bases,376.51,Low,Mar,2015
CA-2015-107524,02-03-15,08-03-15,Standard Class,Kristina Nunn,Home Office,United States,New York City,New York,East,Office Supplies,Envelopes,Staple envelope,11.36,Low,Mar,2015
CA-2015-107524,02-03-15,08-03-15,Standard Class,Kristina Nunn,Home Office,United States,New York City,New York,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.40,Low,Mar,2015
